id,dataset_name,dataset_group,input_size,horizon,num_layers,hidden_size,max_steps,learning_rate,batch_size,scaler_type,total_params,smape,is_better,mlp.0.weight_mean,mlp.0.weight_median,mlp.0.weight_std,mlp.0.weight_max,mlp.0.weight_min,mlp.1.weight_mean,mlp.1.weight_median,mlp.1.weight_std,mlp.1.weight_max,mlp.1.weight_min,mlp.2.weight_mean,mlp.2.weight_median,mlp.2.weight_std,mlp.2.weight_max,mlp.2.weight_min,out.weight_mean,out.weight_median,out.weight_std,out.weight_max,out.weight_min
Gluonts_m1_monthly_hidden_size_8_max_steps_100_learning_rate_0.0005_batch_size_32_scaler_type_standard,Gluonts,m1_monthly,12,8,3,8,100,0.0005,32,standard,320,0.0801917091012001,True,0.008410857059061527,0.030285272747278214,0.1550261229276657,0.28545045852661133,-0.28105705976486206,0.009434329345822334,0.043485697358846664,0.21175459027290344,0.3586962819099426,-0.3806670308113098,0.012201478704810143,-0.010342543013393879,0.2238149791955948,0.39939233660697937,-0.3131770193576813,0.023644695058465004,0.011664512567222118,0.1926048994064331,0.3571279048919678,-0.29034557938575745
Gluonts_m1_monthly_hidden_size_8_max_steps_100_learning_rate_0.0005_batch_size_32_scaler_type_robust,Gluonts,m1_monthly,12,8,3,8,100,0.0005,32,robust,320,0.08019319921731949,True,0.010424488224089146,0.03137177973985672,0.15512225031852722,0.2845054268836975,-0.3160252571105957,0.02116166613996029,0.06031106784939766,0.20670314133167267,0.35777583718299866,-0.3575070798397064,0.011151405982673168,-0.0165586955845356,0.22597342729568481,0.4013024866580963,-0.3328168988227844,0.02558089792728424,0.01883196458220482,0.19202840328216553,0.36025094985961914,-0.28980666399002075
Gluonts_m1_monthly_hidden_size_8_max_steps_100_learning_rate_0.0005_batch_size_64_scaler_type_identity,Gluonts,m1_monthly,12,8,3,8,100,0.0005,64,identity,320,0.6218982934951782,False,0.04207159951329231,0.03489205986261368,0.16116367280483246,0.3457154333591461,-0.28720492124557495,0.043471239507198334,0.07769966870546341,0.22192218899726868,0.405965656042099,-0.32371941208839417,0.03582660108804703,0.007123289164155722,0.22540879249572754,0.4125007390975952,-0.30667844414711,0.06178808957338333,0.05130942910909653,0.19559246301651,0.40716737508773804,-0.2602088749408722
Gluonts_m1_monthly_hidden_size_8_max_steps_100_learning_rate_0.0005_batch_size_64_scaler_type_standard,Gluonts,m1_monthly,12,8,3,8,100,0.0005,64,standard,320,0.08012886345386505,True,0.008605416864156723,0.02949703298509121,0.155052050948143,0.29727688431739807,-0.2815975844860077,0.009219465777277946,0.046205297112464905,0.21035759150981903,0.36227619647979736,-0.38056761026382446,0.012185551226139069,-0.012875071726739407,0.22371618449687958,0.40037453174591064,-0.3105115294456482,0.026146449148654938,0.00938885472714901,0.19232775270938873,0.36647626757621765,-0.2850359082221985
Gluonts_m1_monthly_hidden_size_8_max_steps_100_learning_rate_0.0005_batch_size_64_scaler_type_robust,Gluonts,m1_monthly,12,8,3,8,100,0.0005,64,robust,320,0.08012159913778305,True,0.011184953153133392,0.029251858592033386,0.15518787503242493,0.29544195532798767,-0.3150469958782196,0.020883833989501,0.06330716609954834,0.20515845715999603,0.3602130711078644,-0.359416127204895,0.010374904610216618,-0.018297510221600533,0.22585348784923553,0.4018091857433319,-0.32756170630455017,0.027988970279693604,0.017408283427357674,0.19165754318237305,0.3687781095504761,-0.284675270318985
Gluonts_m1_monthly_hidden_size_8_max_steps_100_learning_rate_0.0005_batch_size_128_scaler_type_identity,Gluonts,m1_monthly,12,8,3,8,100,0.0005,128,identity,320,0.5820341110229492,False,0.04615376889705658,0.037553492933511734,0.16122017800807953,0.35015761852264404,-0.2859588861465454,0.04587110877037048,0.08274196088314056,0.22298242151737213,0.4113675355911255,-0.3278457522392273,0.0370858833193779,0.0046050637029111385,0.2262982279062271,0.4172647297382355,-0.3087598383426666,0.06550081074237823,0.05415576696395874,0.19553528726100922,0.41114717721939087,-0.25872063636779785
Gluonts_m1_monthly_hidden_size_8_max_steps_100_learning_rate_0.0005_batch_size_128_scaler_type_standard,Gluonts,m1_monthly,12,8,3,8,100,0.0005,128,standard,320,0.08019624650478363,True,0.011751112528145313,0.03457105904817581,0.15469378232955933,0.3004326820373535,-0.2753989100456238,0.009190998040139675,0.04860997572541237,0.21025925874710083,0.36112549901008606,-0.3807958662509918,0.011057411320507526,-0.012938467785716057,0.2233096808195114,0.4010055363178253,-0.3152567744255066,0.025400519371032715,0.014626499265432358,0.19253422319889069,0.36227819323539734,-0.29108116030693054
Gluonts_m1_monthly_hidden_size_8_max_steps_100_learning_rate_0.0005_batch_size_128_scaler_type_robust,Gluonts,m1_monthly,12,8,3,8,100,0.0005,128,robust,320,0.08016540855169296,True,0.013973587192595005,0.0397939458489418,0.1548149436712265,0.2980298697948456,-0.307565838098526,0.022402295842766762,0.05521620810031891,0.20516589283943176,0.36071524024009705,-0.3606494069099426,0.011674200184643269,-0.013090541586279869,0.2251320332288742,0.40191975235939026,-0.33016523718833923,0.027548199519515038,0.02347484603524208,0.19208504259586334,0.3610580563545227,-0.2873798906803131
Gluonts_m1_monthly_hidden_size_8_max_steps_100_learning_rate_0.0001_batch_size_32_scaler_type_identity,Gluonts,m1_monthly,12,8,3,8,100,0.0001,32,identity,320,0.9494057297706604,False,0.008572920225560665,0.010754893533885479,0.15697409212589264,0.2956911325454712,-0.27385514974594116,0.024523941799998283,0.061313971877098083,0.21134082973003387,0.35667911171913147,-0.3308635652065277,0.014761061407625675,-0.001697268569841981,0.22096140682697296,0.3570335805416107,-0.3124253749847412,0.016878454014658928,0.003475307486951351,0.1924348920583725,0.354585736989975,-0.3152273893356323
Gluonts_m1_monthly_hidden_size_8_max_steps_100_learning_rate_0.0001_batch_size_32_scaler_type_standard,Gluonts,m1_monthly,12,8,3,8,100,0.0001,32,standard,320,0.08113839477300644,True,0.005211637821048498,0.01670825481414795,0.15569908916950226,0.2874351441860199,-0.2770535945892334,0.017718158662319183,0.0590362623333931,0.2108396589756012,0.3477907180786133,-0.34239596128463745,0.011678997427225113,-0.003102333517745137,0.22157472372055054,0.3558255136013031,-0.31507688760757446,0.012825768440961838,-0.0027852817438542843,0.19204290211200714,0.34839510917663574,-0.313312292098999
