id,dataset_name,dataset_group,input_size,horizon,num_layers,hidden_size,max_steps,learning_rate,batch_size,scaler_type,total_params,smape,is_better,mlp.0.weight_mean,mlp.0.weight_median,mlp.0.weight_std,mlp.0.weight_max,mlp.0.weight_min,mlp.0.weight_frobenius_norm,mlp.0.weight_spectral_norm,mlp.0.weight_alpha,mlp.0.weight_alpha_hat,mlp.1.weight_mean,mlp.1.weight_median,mlp.1.weight_std,mlp.1.weight_max,mlp.1.weight_min,mlp.1.weight_frobenius_norm,mlp.1.weight_spectral_norm,mlp.1.weight_alpha,mlp.1.weight_alpha_hat,mlp.2.weight_mean,mlp.2.weight_median,mlp.2.weight_std,mlp.2.weight_max,mlp.2.weight_min,mlp.2.weight_frobenius_norm,mlp.2.weight_spectral_norm,mlp.2.weight_alpha,mlp.2.weight_alpha_hat,out.weight_mean,out.weight_median,out.weight_std,out.weight_max,out.weight_min,out.weight_frobenius_norm,out.weight_spectral_norm,out.weight_alpha,out.weight_alpha_hat
M3_Quarterly_hidden_size_32_learning_rate_0.001_batch_size_32_scaler_type_minmax,M3,Quarterly,8,8,3,32,1000,0.001,32,minmax,2664,0.05071418006246449,True,0.03697500377893448,0.028980614617466927,0.25874361395835876,0.6626046895980835,-1.101073145866394,4.181954860687256,2.5200586318969727,1.7928298039382513,2.1136224160075052,0.009848019108176231,0.015499426983296871,0.1558629423379898,0.6081696152687073,-0.8637523055076599,4.997560501098633,2.5343501567840576,1.1521457200579002,3.2099730352232556,0.0009729689918458462,-0.003797810059040785,0.12566375732421875,0.7296015620231628,-0.45800578594207764,4.021360397338867,1.7365769147872925,1.1542003607822198,2.232882165420287,0.020183280110359192,0.01690959930419922,0.10965919494628906,0.28323814272880554,-0.21699227392673492,1.7840182781219482,1.004706859588623,1.9218219451114114,2.458532010594333
M3_Quarterly_hidden_size_32_learning_rate_0.001_batch_size_64_scaler_type_identity,M3,Quarterly,8,8,3,32,1000,0.001,64,identity,2664,0.05282769609188253,True,0.021874068304896355,0.042717233300209045,0.22629232704639435,0.5265036821365356,-0.5896109342575073,3.6375532150268555,1.8300007581710815,1.8420531586616773,1.733608931639517,0.0264996737241745,0.021265510469675064,0.15486471354961395,0.7807977199554443,-0.5161185264587402,5.0276994705200195,3.327280282974243,1.1864098201643183,3.7801156598091836,0.00911039300262928,0.0050027635879814625,0.1268315464258194,0.6449448466300964,-0.8764733076095581,4.069066524505615,2.0799570083618164,1.143644469092831,2.4799351649396644,0.02484368160367012,0.020622342824935913,0.10725347697734833,0.23614734411239624,-0.2123076319694519,1.7614916563034058,0.9107816815376282,1.9265014907946338,2.1930697362533693
M3_Quarterly_hidden_size_32_learning_rate_0.001_batch_size_64_scaler_type_standard,M3,Quarterly,8,8,3,32,1000,0.001,64,standard,2664,0.04911928936978523,True,0.03246988356113434,0.02529371902346611,0.26984378695487976,0.6869738698005676,-0.8599351048469543,4.348644733428955,2.490375518798828,1.9399278874430779,2.297059423016323,0.028026118874549866,0.026295918971300125,0.16140905022621155,0.5874060988426208,-0.6635921597480774,5.242372035980225,2.5684893131256104,1.1027748847487278,3.4051107198840214,0.018300224095582962,0.00961213931441307,0.15616275370121002,0.7063228487968445,-0.7357240915298462,5.0314040184021,2.672910451889038,1.136304382987071,3.069142126224298,0.0009159356122836471,0.0029667995404452085,0.1362449824810028,0.32429853081703186,-0.5100700855255127,2.17996883392334,1.4156843423843384,1.837377549335825,2.6678961164770727
M3_Quarterly_hidden_size_32_learning_rate_0.001_batch_size_64_scaler_type_robust,M3,Quarterly,8,8,3,32,1000,0.001,64,robust,2664,0.049763710304446054,True,0.031684234738349915,0.03339648246765137,0.26757004857063293,0.770745575428009,-0.816687285900116,4.311030864715576,2.6135332584381104,1.807578171293699,2.286341575424402,0.019123153761029243,0.02246059663593769,0.1559315025806427,0.5479274988174438,-0.6421372294425964,5.027192115783691,2.542956590652466,1.1472912688784425,2.840242202580768,0.018517715856432915,0.010416761972010136,0.15038196742534637,0.6878567337989807,-0.6332178711891174,4.848569393157959,2.5193631649017334,1.127954143526189,2.823376008225475,-0.010612736456096172,0.0015092167304828763,0.15741464495658875,0.3125276267528534,-0.7462758421897888,2.5243518352508545,1.8011218309402466,1.7623847454907577,3.0272052164071797
M3_Quarterly_hidden_size_32_learning_rate_0.001_batch_size_64_scaler_type_minmax,M3,Quarterly,8,8,3,32,1000,0.001,64,minmax,2664,0.05031612296893421,True,0.039863333106040955,0.033496350049972534,0.2560298442840576,0.660204291343689,-1.1211973428726196,4.145833492279053,2.436913251876831,1.8849583075995713,2.2056781996965245,0.015848077833652496,0.018634192645549774,0.15590204298496246,0.7780097126960754,-0.8770849108695984,5.014575481414795,2.556483268737793,1.2065828853687912,2.902940204148488,0.001199580729007721,-0.0018802037229761481,0.12904173135757446,0.46232718229293823,-0.6332958936691284,4.129513740539551,1.7386037111282349,1.160443739810135,2.6081077523333627,0.015527456998825073,0.01611025258898735,0.12000468373298645,0.30564063787460327,-0.43846985697746277,1.9360811710357666,1.0313911437988281,1.9392354419340774,2.588378201819622
M3_Quarterly_hidden_size_32_learning_rate_0.001_batch_size_128_scaler_type_identity,M3,Quarterly,8,8,3,32,1000,0.001,128,identity,2664,0.050088899793744625,True,0.022984132170677185,0.04132065922021866,0.22577983140945435,0.48427507281303406,-0.6351709961891174,3.6311469078063965,1.7974869012832642,1.7985313151236002,1.6775259237543758,0.025861283764243126,0.02198793739080429,0.15682703256607056,0.6542790532112122,-0.5390856862068176,5.086241245269775,3.3766114711761475,1.1084745518493386,3.294414781467325,0.01252690702676773,0.0039545511826872826,0.12092474102973938,0.48297572135925293,-0.36679142713546753,3.8902995586395264,1.7664140462875366,1.0927192912220012,2.148692762687005,0.02487826719880104,0.019314125180244446,0.11658135801553726,0.40373876690864563,-0.33441805839538574,1.9073007106781006,0.9584126472473145,1.9760320834628649,2.467938661250472
M3_Quarterly_hidden_size_32_learning_rate_0.001_batch_size_128_scaler_type_standard,M3,Quarterly,8,8,3,32,1000,0.001,128,standard,2664,0.04857922192492568,True,0.030549392104148865,0.018439091742038727,0.2714780569076538,0.774360179901123,-0.9795898795127869,4.371064186096191,2.5215823650360107,1.706418014543336,1.9699458985377503,0.02505674585700035,0.02594025433063507,0.15797051787376404,0.5326038599014282,-0.6791654825210571,5.118252277374268,2.4702720642089844,1.121222687907718,2.58653474545127,0.019410166889429092,0.01584351435303688,0.15082116425037384,0.6636715531349182,-0.648510217666626,4.866081714630127,2.122952699661255,1.133379362322466,2.5985321601284053,0.0038114269264042377,0.007957935333251953,0.14297141134738922,0.48916342854499817,-0.4772977828979492,2.2883553504943848,1.5056289434432983,1.7588277573565871,2.7021259833597875
M3_Quarterly_hidden_size_32_learning_rate_0.001_batch_size_128_scaler_type_robust,M3,Quarterly,8,8,3,32,1000,0.001,128,robust,2664,0.04887894934403246,True,0.030074285343289375,0.03468141704797745,0.266196072101593,0.65176922082901,-0.8625810146331787,4.286232948303223,2.6864426136016846,1.796768143986291,2.3322579167720994,0.02025078982114792,0.024130601435899734,0.15759657323360443,0.5560489892959595,-0.7089256644248962,5.084554672241211,2.5814547538757324,1.1690477138150344,2.9071524047560957,0.018301235511898994,0.017054403200745583,0.1497367024421692,0.5919607877731323,-0.5698533654212952,4.827230930328369,2.350350856781006,1.1547818119529378,2.9707563187747597,-0.004770936444401741,0.004619009327143431,0.16937512159347534,0.6784920692443848,-0.5404497981071472,2.7110767364501953,1.8915640115737915,1.6514017746818328,2.984110241586409
M3_Quarterly_hidden_size_32_learning_rate_0.001_batch_size_128_scaler_type_minmax,M3,Quarterly,8,8,3,32,1000,0.001,128,minmax,2664,0.04972645496237388,True,0.03873731940984726,0.03454020619392395,0.25798386335372925,0.6700025796890259,-1.0979578495025635,4.174015045166016,2.4906060695648193,1.8982671467224619,2.213307322517486,0.00534628052264452,0.009935684502124786,0.1660231649875641,0.7508344054222107,-0.7719683647155762,5.315495491027832,2.4855847358703613,1.1454521462525564,3.4010534532101455,0.0028862529434263706,-0.001182137057185173,0.1283852458000183,0.5347005128860474,-0.533525288105011,4.109365940093994,1.8713741302490234,1.1913223364847219,2.5011110187648526,0.01754489354789257,0.015868153423070908,0.1190318688750267,0.3242965042591095,-0.49891114234924316,1.9250872135162354,1.1176658868789673,2.112900242018835,2.7275474392880183
M3_Quarterly_hidden_size_32_learning_rate_0.001_batch_size_256_scaler_type_identity,M3,Quarterly,8,8,3,32,1000,0.001,256,identity,2664,0.04929070179887404,True,0.023646295070648193,0.03011755459010601,0.2260182797908783,0.5134141445159912,-0.6159958839416504,3.6360299587249756,1.8074666261672974,1.8232253195960206,1.6928787219372141,0.028147097676992416,0.025684449821710587,0.15876838564872742,0.6617959141731262,-0.5469134449958801,5.159811496734619,3.296483278274536,1.1177847737940734,4.116824072511703,0.007489874493330717,0.002627747133374214,0.12323200702667236,0.46806538105010986,-0.7302420139312744,3.9507012367248535,2.0501394271850586,1.1386538322664577,2.4298550440551203,0.0202323105186224,0.019329387694597244,0.11618763208389282,0.3377366364002228,-0.4025516211986542,1.886976718902588,1.0407142639160156,1.9223997654141098,2.2453136219027936
M3_Quarterly_hidden_size_32_learning_rate_0.001_batch_size_256_scaler_type_standard,M3,Quarterly,8,8,3,32,1000,0.001,256,standard,2664,0.0484844335541347,True,0.029369596391916275,0.02203422226011753,0.26891204714775085,0.7401370406150818,-0.9825283288955688,4.328177452087402,2.5179367065429688,1.8064832320460895,2.1357639421384595,0.027750816196203232,0.02657608687877655,0.16206173598766327,0.6304339170455933,-0.534862756729126,5.2614569664001465,2.508298635482788,1.1688419234529437,3.0819347253702385,0.023241234943270683,0.012971142306923866,0.15978774428367615,0.7058229446411133,-0.7584466934204102,5.1670122146606445,2.7741341590881348,1.0672717142392738,2.851764196778322,0.0022206928115338087,0.007562309503555298,0.13769176602363586,0.3320675790309906,-0.45608529448509216,2.203354835510254,1.4105087518692017,1.8344416799904972,2.5911847806513357
M3_Quarterly_hidden_size_32_learning_rate_0.001_batch_size_256_scaler_type_robust,M3,Quarterly,8,8,3,32,1000,0.001,256,robust,2664,0.04831048549104639,True,0.038034990429878235,0.037673868238925934,0.27531948685646057,0.8571780920028687,-1.0114401578903198,4.446948528289795,2.723693370819092,1.7349332339970394,2.215457328276998,0.018450891599059105,0.025483116507530212,0.16686880588531494,0.6476947665214539,-0.6964317560195923,5.372344970703125,2.8757808208465576,1.1567260595201934,3.3340981457120002,0.022636111825704575,0.01884464919567108,0.14770589768886566,0.7034975290298462,-0.43811139464378357,4.781770706176758,2.354430913925171,1.1078130325128515,2.523798950595334,-0.00726347928866744,-0.004036779515445232,0.1564251184463501,0.3292144536972046,-0.4160009026527405,2.5054986476898193,1.7122923135757446,1.7478415031277903,2.679218691966858
M3_Quarterly_hidden_size_32_learning_rate_0.001_batch_size_256_scaler_type_minmax,M3,Quarterly,8,8,3,32,1000,0.001,256,minmax,2664,0.049526433974587954,True,0.03567132353782654,0.023779679089784622,0.26467376947402954,0.7558671236038208,-1.1219568252563477,4.273067951202393,2.5931034088134766,1.8379529261402077,2.336721596169753,0.008149215951561928,0.01404660101979971,0.16962607204914093,0.6125667691230774,-0.8718971014022827,5.434295177459717,2.706922769546509,1.1215732719239717,3.1921073856986095,0.0033982982859015465,-0.003682411275804043,0.13258470594882965,0.6682539582252502,-0.6261874437332153,4.244103908538818,1.7616528272628784,1.1520630735840562,2.5780217882620198,0.016545921564102173,0.014369229786098003,0.12503953278064728,0.3806147873401642,-0.48322224617004395,2.0180721282958984,1.095436930656433,1.9594790457448328,2.3616993089789697
M3_Quarterly_hidden_size_32_learning_rate_0.0005_batch_size_16_scaler_type_identity,M3,Quarterly,8,8,3,32,1000,0.0005,16,identity,2664,0.05053926031933847,True,0.027405526489019394,0.03844936937093735,0.21815426647663116,0.5142822265625,-0.39464908838272095,3.5179028511047363,1.7244447469711304,1.77358776559165,1.649399106191518,0.02678496018052101,0.02198793739080429,0.13968637585639954,0.5191434025764465,-0.4146607220172882,4.551398754119873,3.030237913131714,1.122781389534108,3.1273421826060783,0.012001603841781616,0.008022082969546318,0.11459242552518845,0.3909045159816742,-0.2938278615474701,3.687014102935791,1.7871533632278442,1.1623548690881818,2.2503109776782395,0.02021784707903862,0.014562124386429787,0.11044849455356598,0.32089611887931824,-0.21809235215187073,1.796539306640625,0.9073807597160339,1.8636210258943124,2.0975600486979915
M3_Quarterly_hidden_size_32_learning_rate_0.0005_batch_size_16_scaler_type_standard,M3,Quarterly,8,8,3,32,1000,0.0005,16,standard,2664,0.05081361324043023,True,0.03057228773832321,0.03074835054576397,0.2540314793586731,0.6162253022193909,-0.6214434504508972,4.093832492828369,2.2889931201934814,1.9872965670301148,2.1428438451804745,0.02569727972149849,0.027586283162236214,0.1371781826019287,0.512512743473053,-0.4688194990158081,4.466058731079102,2.199126720428467,1.1377441136144784,2.5145648121610527,0.018105652183294296,0.014592252671718597,0.12623435258865356,0.5277840495109558,-0.42860862612724304,4.080837726593018,1.9961062669754028,1.1792293321194607,2.467674826160849,0.011696629226207733,0.009831469506025314,0.11953994631767273,0.2954070568084717,-0.25131478905677795,1.9217731952667236,1.2385852336883545,1.8816260096727278,2.580008806407314
M3_Quarterly_hidden_size_32_learning_rate_0.0005_batch_size_16_scaler_type_robust,M3,Quarterly,8,8,3,32,1000,0.0005,16,robust,2664,0.05179627682309415,True,0.031966254115104675,0.029617223888635635,0.2507273256778717,0.6172778606414795,-0.6211355328559875,4.04410982131958,2.3691492080688477,1.7591980745399975,1.9279275027866083,0.0276930034160614,0.028681769967079163,0.13698436319828033,0.4992663860321045,-0.43704360723495483,4.472177982330322,2.498837471008301,1.0657523935316104,2.41951353273151,0.016836535185575485,0.01630094274878502,0.13311141729354858,0.5688496828079224,-0.47595664858818054,4.293503284454346,2.3122398853302,1.170602583370871,2.541153821866341,-0.012774782255291939,-0.012438483536243439,0.13638465106487274,0.3410780131816864,-0.3998889625072479,2.1917061805725098,1.5152442455291748,2.0665687002200013,3.2431875822175456
M3_Quarterly_hidden_size_32_learning_rate_0.0005_batch_size_16_scaler_type_minmax,M3,Quarterly,8,8,3,32,1000,0.0005,16,minmax,2664,0.05311024556998095,True,0.03653709590435028,0.023637380450963974,0.23791202902793884,0.5533915162086487,-0.6703006625175476,3.85122013092041,2.1464617252349854,1.7261915783929087,1.8030206734605525,0.009315257892012596,0.011044400744140148,0.1350708305835724,0.413629412651062,-0.547318160533905,4.332533359527588,2.4767422676086426,1.1506886075657177,2.4293860223672343,0.010557438246905804,0.007078477181494236,0.11506273597478867,0.40450847148895264,-0.28906354308128357,3.6974740028381348,1.6426774263381958,1.1960503063288486,1.9753550563611837,0.013513399288058281,0.011944887228310108,0.11312119662761688,0.30783945322036743,-0.3258066773414612,1.8228079080581665,1.0479782819747925,2.032353029471842,2.5617234813550183
M3_Quarterly_hidden_size_32_learning_rate_0.0005_batch_size_32_scaler_type_identity,M3,Quarterly,8,8,3,32,1000,0.0005,32,identity,2664,0.05029308964834214,True,0.026800237596035004,0.04025675356388092,0.22016246616840363,0.5151768326759338,-0.4544251263141632,3.548602342605591,1.7533347606658936,1.788721061090911,1.6694751297809247,0.026807710528373718,0.023592140525579453,0.14061203598976135,0.5014331936836243,-0.418685644865036,4.580629348754883,2.9944369792938232,1.1663476512421027,3.202376928898643,0.010954354889690876,0.004577314015477896,0.1177859902381897,0.46354812383651733,-0.4202882647514343,3.785417079925537,1.9721301794052124,1.143046532585115,2.343055660917798,0.021814802661538124,0.01733398623764515,0.11059385538101196,0.3803829550743103,-0.2759590744972229,1.8035972118377686,0.9114962220191956,1.870530474785348,2.1443685077228682
M3_Quarterly_hidden_size_32_learning_rate_0.0005_batch_size_32_scaler_type_standard,M3,Quarterly,8,8,3,32,1000,0.0005,32,standard,2664,0.05063320290461285,True,0.022951683029532433,0.018547294661402702,0.25062087178230286,0.6625396013259888,-0.6481919884681702,4.026714324951172,2.2508749961853027,1.9112348082545596,2.0523952877620846,0.029132958501577377,0.02958574891090393,0.13668175041675568,0.43705737590789795,-0.47743308544158936,4.472064971923828,2.1892712116241455,1.1286740521920038,2.539331478789719,0.0200832299888134,0.01852346770465374,0.1319211721420288,0.5490106344223022,-0.4872005581855774,4.270115375518799,2.0347907543182373,1.1880326241795418,2.5658027403638433,0.007659593131393194,0.008610554039478302,0.1268671452999115,0.28497856855392456,-0.3590199947357178,2.0335705280303955,1.3733339309692383,1.876498023692672,2.6723086099281907
M3_Quarterly_hidden_size_32_learning_rate_0.0005_batch_size_32_scaler_type_robust,M3,Quarterly,8,8,3,32,1000,0.0005,32,robust,2664,0.05004430629178378,True,0.02704281359910965,0.024174023419618607,0.24884024262428284,0.5946617722511292,-0.7136127352714539,4.004886150360107,2.3113253116607666,1.7632744259250361,1.9147042959349272,0.02561761811375618,0.0277433842420578,0.1399301141500473,0.45780593156814575,-0.44909536838531494,4.552183628082275,2.4448864459991455,1.1178522599094374,2.4498408652777677,0.019519472494721413,0.01619458943605423,0.13587234914302826,0.5658972859382629,-0.4866006076335907,4.392552852630615,2.2685434818267822,1.1284257387563867,2.529371562255999,-0.004983578808605671,-0.004835248924791813,0.1421951800584793,0.30590131878852844,-0.4403107464313507,2.276519775390625,1.60325288772583,1.9324716608641594,3.168356901683885
M3_Quarterly_hidden_size_32_learning_rate_0.0005_batch_size_32_scaler_type_minmax,M3,Quarterly,8,8,3,32,1000,0.0005,32,minmax,2664,0.0530971808491114,True,0.03750871494412422,0.03253350406885147,0.23767870664596558,0.5471593141555786,-0.7253203988075256,3.8499226570129395,2.1006131172180176,1.7719619568210743,1.8285881762904899,0.012820590287446976,0.01373139675706625,0.1374080330133438,0.5285226702690125,-0.5623564124107361,4.4161553382873535,2.383429527282715,1.1564299794728763,2.3941573804434197,0.006045196205377579,0.0032977652736008167,0.11956044286489487,0.4052467346191406,-0.33617469668388367,3.8308215141296387,1.8102892637252808,1.1406378364468488,2.11439945324465,0.01695113629102707,0.012518119066953659,0.10842391103506088,0.3038003146648407,-0.23890814185142517,1.7558557987213135,0.9835184812545776,1.9175379206064158,2.3621113692596603
M3_Quarterly_hidden_size_32_learning_rate_0.0005_batch_size_64_scaler_type_identity,M3,Quarterly,8,8,3,32,1000,0.0005,64,identity,2664,0.05051746397166419,True,0.02697620540857315,0.04286010563373566,0.2204519361257553,0.502443253993988,-0.4706568717956543,3.5535409450531006,1.7627589702606201,1.7890964533856166,1.693927920778305,0.02685794234275818,0.02486509457230568,0.14220070838928223,0.49573376774787903,-0.4322880208492279,4.630875587463379,3.0488343238830566,1.1542084793472043,3.2141049935215262,0.012438886798918247,0.005803645588457584,0.11839436739683151,0.5521308183670044,-0.34628674387931824,3.8094723224639893,1.9198923110961914,1.1667325023740542,2.4387484441843164,0.023856598883867264,0.016369648277759552,0.10931816697120667,0.3562565743923187,-0.22214911878108978,1.790256142616272,0.9088318347930908,1.8903289982984801,2.143260257446742
M3_Quarterly_hidden_size_32_learning_rate_0.0005_batch_size_64_scaler_type_standard,M3,Quarterly,8,8,3,32,1000,0.0005,64,standard,2664,0.05050967461003078,True,0.025393735617399216,0.02380107343196869,0.2541351020336151,0.7054555416107178,-0.6839987635612488,4.0864105224609375,2.265045642852783,1.859597467766668,1.9247081453725534,0.030235914513468742,0.028515957295894623,0.1415119171142578,0.4774611294269562,-0.4781440198421478,4.6305928230285645,2.322360038757324,1.1529442635185334,2.7572340404564675,0.019468508660793304,0.017728690057992935,0.13326632976531982,0.5521159768104553,-0.4799535274505615,4.309787750244141,2.133190155029297,1.1662771896944855,2.4962567969486127,0.0030186926014721394,0.0023689197842031717,0.1295187771320343,0.3068133294582367,-0.3989139795303345,2.0728633403778076,1.3951351642608643,1.86380146119058,2.750607153399396
M3_Quarterly_hidden_size_32_learning_rate_0.0005_batch_size_64_scaler_type_robust,M3,Quarterly,8,8,3,32,1000,0.0005,64,robust,2664,0.0498808143012434,True,0.027409953996539116,0.02478048950433731,0.25196731090545654,0.6143316030502319,-0.7078341245651245,4.05526065826416,2.395151376724243,1.8361766193150721,2.0692749102807833,0.02644377388060093,0.028036680072546005,0.14297887682914734,0.45175665616989136,-0.47150781750679016,4.652917861938477,2.4195022583007812,1.1255789387707242,2.616690382871634,0.024412035942077637,0.022173095494508743,0.138241246342659,0.5634857416152954,-0.5545056462287903,4.4921650886535645,2.249192953109741,1.165207993571423,2.79435129015959,-0.006372010335326195,-0.007105015218257904,0.14498105645179749,0.30196529626846313,-0.5328916907310486,2.3219361305236816,1.6254767179489136,1.8219176015429825,3.0302472743265905
M3_Quarterly_hidden_size_32_learning_rate_0.0005_batch_size_64_scaler_type_minmax,M3,Quarterly,8,8,3,32,1000,0.0005,64,minmax,2664,0.05258645054370423,True,0.03869861364364624,0.038355737924575806,0.23993661999702454,0.5822474360466003,-0.7438676953315735,3.8885979652404785,2.1596245765686035,1.7666420233887628,1.8638539952422737,0.016574352979660034,0.021679166704416275,0.141577810049057,0.5602485537528992,-0.6362525224685669,4.561429977416992,2.3815011978149414,1.149256452087726,2.5530103693108233,0.006445977836847305,0.0023984964936971664,0.11757206171751022,0.3702675700187683,-0.30733293294906616,3.767956256866455,1.5837222337722778,1.1342840489319004,1.9332543326853457,0.008613819256424904,0.008645130321383476,0.11559659987688065,0.2937156558036804,-0.40468212962150574,1.8546735048294067,1.1128501892089844,1.8048534933406617,2.3846686335751275
M3_Quarterly_hidden_size_32_learning_rate_0.0005_batch_size_128_scaler_type_identity,M3,Quarterly,8,8,3,32,1000,0.0005,128,identity,2664,0.05061957474197643,True,0.02532951533794403,0.035787977278232574,0.22094948589801788,0.48636674880981445,-0.47616076469421387,3.5583460330963135,1.7700189352035522,1.8103364959170865,1.6957317044766558,0.02573396824300289,0.022969219833612442,0.14260397851467133,0.4890758991241455,-0.434449702501297,4.6370344161987305,3.0182783603668213,1.1711919241701392,3.255717214243083,0.014264894649386406,0.00752892903983593,0.11917173117399216,0.5481833815574646,-0.4160462021827698,3.8407180309295654,1.9506559371948242,1.186998387751698,2.436227320422475,0.020966995507478714,0.01549084484577179,0.11067070811986923,0.4053017199039459,-0.21313154697418213,1.802229404449463,0.8988720774650574,1.985052524138972,2.1072240301051632
M3_Quarterly_hidden_size_32_learning_rate_0.0005_batch_size_128_scaler_type_standard,M3,Quarterly,8,8,3,32,1000,0.0005,128,standard,2664,0.05024531949342465,True,0.025595001876354218,0.0176515094935894,0.2521245777606964,0.5937866568565369,-0.6975136995315552,4.054727077484131,2.264388084411621,1.900821660777206,1.969785351772489,0.02697642147541046,0.024255864322185516,0.14010652899742126,0.43958309292793274,-0.4621003270149231,4.565758228302002,2.224243640899658,1.1122118370462775,2.6444356497552275,0.020390858873724937,0.017482388764619827,0.13258618116378784,0.5839093923568726,-0.5222619771957397,4.292640209197998,2.005819320678711,1.097044506990159,2.2822058527174365,0.0077639492228627205,0.007174965925514698,0.12999875843524933,0.28018248081207275,-0.38181719183921814,2.083686351776123,1.4194121360778809,1.8029013465737456,2.533550244662676
M3_Quarterly_hidden_size_32_learning_rate_0.0005_batch_size_128_scaler_type_robust,M3,Quarterly,8,8,3,32,1000,0.0005,128,robust,2664,0.05002013509304213,True,0.026854373514652252,0.02976561337709427,0.2509761452674866,0.6047648787498474,-0.7532811164855957,4.038539886474609,2.404873847961426,1.7820111275970478,2.0129184310916246,0.029075991362333298,0.030547697097063065,0.14043571054935455,0.5026801228523254,-0.4786924421787262,4.589251518249512,2.3622641563415527,1.1319628640638009,2.9326635327552175,0.016091803088784218,0.012012248858809471,0.13967135548591614,0.5825848579406738,-0.5089772939682007,4.499049186706543,2.415733814239502,1.1419021124859448,2.811316051855281,-0.0005357135087251663,-0.003649153746664524,0.13884077966213226,0.323040634393692,-0.4435981810092926,2.2214691638946533,1.5815411806106567,1.861164920186399,3.2780273371149136
M3_Quarterly_hidden_size_32_learning_rate_0.0005_batch_size_128_scaler_type_minmax,M3,Quarterly,8,8,3,32,1000,0.0005,128,minmax,2664,0.052318816041048447,True,0.034542761743068695,0.03434481471776962,0.2409912645816803,0.6091160774230957,-0.7850110530853271,3.895268440246582,2.130828857421875,1.7897580707774394,1.8839614786022543,0.013005363754928112,0.014811195433139801,0.13606804609298706,0.47919127345085144,-0.590744137763977,4.374021053314209,2.233006477355957,1.0734429093054123,2.275715480249339,0.009705763310194016,0.0050868084654212,0.11940880119800568,0.5610995888710022,-0.36283421516418457,3.8336832523345947,1.6663774251937866,1.135337558012716,2.108210179853873,0.014737843535840511,0.013347017578780651,0.11503645032644272,0.27316510677337646,-0.3134864270687103,1.8556267023086548,1.1385748386383057,1.871385988558044,2.601434190944463
M3_Quarterly_hidden_size_32_learning_rate_0.0005_batch_size_256_scaler_type_identity,M3,Quarterly,8,8,3,32,1000,0.0005,256,identity,2664,0.04927765151766212,True,0.02604508586227894,0.03395718336105347,0.2221672236919403,0.5084629654884338,-0.5266581177711487,3.5790188312530518,1.7856653928756714,1.781875451838686,1.6821583036777774,0.027767356485128403,0.024218272417783737,0.1453969031572342,0.48787227272987366,-0.43314328789711,4.73678731918335,3.0464205741882324,1.0856608629551574,3.4919176879075584,0.009345079772174358,0.005802415776997805,0.12774060666561127,0.586689293384552,-0.4355313777923584,4.098623275756836,2.2354331016540527,1.184037940095904,2.4051854677308246,0.020896652713418007,0.014805443584918976,0.12317147850990295,0.5282911658287048,-0.3423703610897064,1.9989043474197388,1.1176210641860962,1.9536271953256799,2.6027747912698733
M3_Quarterly_hidden_size_32_learning_rate_0.0005_batch_size_256_scaler_type_standard,M3,Quarterly,8,8,3,32,1000,0.0005,256,standard,2664,0.05069820257123426,True,0.0258835069835186,0.03039179928600788,0.2555515766143799,0.6653155088424683,-0.6879876852035522,4.109744548797607,2.293285846710205,1.8593292802711252,1.9755262778219433,0.030219539999961853,0.02991229109466076,0.14252611994743347,0.4814559519290924,-0.49278953671455383,4.662227153778076,2.3005452156066895,1.137651501859651,3.0706064374834594,0.021997764706611633,0.018473640084266663,0.13267174363136292,0.5791856050491333,-0.5440810918807983,4.303457736968994,2.0447306632995605,1.129129306707282,2.3405897024034137,0.005592732690274715,0.004696948453783989,0.13059648871421814,0.28337591886520386,-0.3889187276363373,2.091459035873413,1.4159008264541626,1.866918720774399,2.720120860635029
M3_Quarterly_hidden_size_32_learning_rate_0.0005_batch_size_256_scaler_type_robust,M3,Quarterly,8,8,3,32,1000,0.0005,256,robust,2664,0.048732668118339977,True,0.02834276482462883,0.026784595102071762,0.25225600600242615,0.6103963255882263,-0.7559913992881775,4.061492443084717,2.395947217941284,1.8003262626036944,2.048060929761365,0.023245079442858696,0.030216027051210403,0.14806649088859558,0.4358270764350891,-0.5235530138015747,4.7961602210998535,2.5969555377960205,1.160695679356336,2.879055247601265,0.02524341270327568,0.021374590694904327,0.14382056891918182,0.5933199524879456,-0.5068067908287048,4.672612190246582,2.3531925678253174,1.1385149596100637,2.6718843807665054,-0.004039759282022715,-0.01080350112169981,0.14871560037136078,0.4288817048072815,-0.5474836826324463,2.3803272247314453,1.594119668006897,1.7846642216523034,2.8625394523434307
