id,dataset_name,dataset_group,input_size,horizon,num_layers,hidden_size,max_steps,total_params,smape,mlp.0.weight_mean,mlp.0.weight_median,mlp.0.weight_std,mlp.0.weight_max,mlp.0.weight_min,out.weight_mean,out.weight_median,out.weight_std,out.weight_max,out.weight_min,mlp.1.weight_mean,mlp.1.weight_median,mlp.1.weight_std,mlp.1.weight_max,mlp.1.weight_min,mlp.2.weight_mean,mlp.2.weight_median,mlp.2.weight_std,mlp.2.weight_max,mlp.2.weight_min,mlp.3.weight_mean,mlp.3.weight_median,mlp.3.weight_std,mlp.3.weight_max,mlp.3.weight_min,mlp.4.weight_mean,mlp.4.weight_median,mlp.4.weight_std,mlp.4.weight_max,mlp.4.weight_min,mlp.5.weight_mean,mlp.5.weight_median,mlp.5.weight_std,mlp.5.weight_max,mlp.5.weight_min,mlp.6.weight_mean,mlp.6.weight_median,mlp.6.weight_std,mlp.6.weight_max,mlp.6.weight_min,mlp.7.weight_mean,mlp.7.weight_median,mlp.7.weight_std,mlp.7.weight_max,mlp.7.weight_min,mlp.8.weight_mean,mlp.8.weight_median,mlp.8.weight_std,mlp.8.weight_max,mlp.8.weight_min,mlp.9.weight_mean,mlp.9.weight_median,mlp.9.weight_std,mlp.9.weight_max,mlp.9.weight_min,mlp.10.weight_mean,mlp.10.weight_median,mlp.10.weight_std,mlp.10.weight_max,mlp.10.weight_min,mlp.11.weight_mean,mlp.11.weight_median,mlp.11.weight_std,mlp.11.weight_max,mlp.11.weight_min
Gluonts_m1_quarterly_num_layers_2_hidden_size_4_max_steps_300,Gluonts,m1_quarterly,4,2,2,4,300,50,0.06959080696105957,0.18042981624603271,0.19365713000297546,0.23914337158203125,0.5430065393447876,-0.2854132652282715,0.26683998107910156,0.11648562550544739,0.269417941570282,0.6397436261177063,0.00492459861561656,0.12886153161525726,0.059355322271585464,0.3815116584300995,0.7205929756164551,-0.455553263425827,0.02666589245200157,0.021293316036462784,0.13754475116729736,0.642820417881012,-0.26197806000709534,0.02257446199655533,0.029302962124347687,0.12932829558849335,0.4666488468647003,-0.31913232803344727,0.017792971804738045,0.014241030439734459,0.1357300579547882,0.7542960047721863,-0.24267172813415527,-0.010107984766364098,-0.010132945142686367,0.14070498943328857,0.5977120399475098,-0.523645281791687,1.6269998013740405e-05,-0.010701581835746765,0.12423514574766159,0.41586658358573914,-0.2688491940498352,0.0009114316198974848,-0.006373001262545586,0.12827327847480774,0.4461999535560608,-0.3070290982723236,0.018565751612186432,0.023939330130815506,0.12384725362062454,0.26153773069381714,-0.28596019744873047,0.015257039107382298,0.017889060080051422,0.12854914367198944,0.26473355293273926,-0.35546302795410156,0.023547448217868805,0.03518246114253998,0.12413418292999268,0.2643836438655853,-0.22624370455741882,0.02198684960603714,0.01986776292324066,0.1256399005651474,0.2917046844959259,-0.22898681461811066
Gluonts_m1_quarterly_num_layers_2_hidden_size_4_max_steps_500,Gluonts,m1_quarterly,4,2,2,4,500,50,0.06821972876787186,0.1759118288755417,0.19446837902069092,0.24360626935958862,0.5407349467277527,-0.2861539423465729,0.26535865664482117,0.1177748292684555,0.2684498131275177,0.6276018023490906,0.006857995875179768,0.1387469619512558,0.06071624159812927,0.37473565340042114,0.7156098484992981,-0.455553263425827,0.02666589245200157,0.021293316036462784,0.13754475116729736,0.642820417881012,-0.26197806000709534,0.02257446199655533,0.029302962124347687,0.12932829558849335,0.4666488468647003,-0.31913232803344727,0.017792971804738045,0.014241030439734459,0.1357300579547882,0.7542960047721863,-0.24267172813415527,-0.010107984766364098,-0.010132945142686367,0.14070498943328857,0.5977120399475098,-0.523645281791687,1.6269998013740405e-05,-0.010701581835746765,0.12423514574766159,0.41586658358573914,-0.2688491940498352,0.0009114316198974848,-0.006373001262545586,0.12827327847480774,0.4461999535560608,-0.3070290982723236,0.018565751612186432,0.023939330130815506,0.12384725362062454,0.26153773069381714,-0.28596019744873047,0.015257039107382298,0.017889060080051422,0.12854914367198944,0.26473355293273926,-0.35546302795410156,0.023547448217868805,0.03518246114253998,0.12413418292999268,0.2643836438655853,-0.22624370455741882,0.02198684960603714,0.01986776292324066,0.1256399005651474,0.2917046844959259,-0.22898681461811066
Gluonts_m1_quarterly_num_layers_2_hidden_size_8_max_steps_100,Gluonts,m1_quarterly,4,2,2,8,100,130,0.41154563426971436,0.05531105399131775,0.06611529737710953,0.2417331486940384,0.5571237206459045,-0.4990781545639038,0.05377024784684181,0.03061516210436821,0.25356054306030273,0.44406411051750183,-0.31529349088668823,0.03197067230939865,0.05366675928235054,0.20540232956409454,0.4459610879421234,-0.4020017385482788,0.02666589245200157,0.021293316036462784,0.13754475116729736,0.642820417881012,-0.26197806000709534,0.02257446199655533,0.029302962124347687,0.12932829558849335,0.4666488468647003,-0.31913232803344727,0.017792971804738045,0.014241030439734459,0.1357300579547882,0.7542960047721863,-0.24267172813415527,-0.010107984766364098,-0.010132945142686367,0.14070498943328857,0.5977120399475098,-0.523645281791687,1.6269998013740405e-05,-0.010701581835746765,0.12423514574766159,0.41586658358573914,-0.2688491940498352,0.0009114316198974848,-0.006373001262545586,0.12827327847480774,0.4461999535560608,-0.3070290982723236,0.018565751612186432,0.023939330130815506,0.12384725362062454,0.26153773069381714,-0.28596019744873047,0.015257039107382298,0.017889060080051422,0.12854914367198944,0.26473355293273926,-0.35546302795410156,0.023547448217868805,0.03518246114253998,0.12413418292999268,0.2643836438655853,-0.22624370455741882,0.02198684960603714,0.01986776292324066,0.1256399005651474,0.2917046844959259,-0.22898681461811066
Gluonts_m1_quarterly_num_layers_2_hidden_size_8_max_steps_200,Gluonts,m1_quarterly,4,2,2,8,200,130,0.06627202033996582,0.08315633237361908,0.11693285405635834,0.2526557147502899,0.6258917450904846,-0.5019843578338623,0.08887091279029846,0.052373237907886505,0.26966962218284607,0.5488055944442749,-0.3152942955493927,0.04878643900156021,0.056734200567007065,0.2187269926071167,0.47751834988594055,-0.41021254658699036,0.02666589245200157,0.021293316036462784,0.13754475116729736,0.642820417881012,-0.26197806000709534,0.02257446199655533,0.029302962124347687,0.12932829558849335,0.4666488468647003,-0.31913232803344727,0.017792971804738045,0.014241030439734459,0.1357300579547882,0.7542960047721863,-0.24267172813415527,-0.010107984766364098,-0.010132945142686367,0.14070498943328857,0.5977120399475098,-0.523645281791687,1.6269998013740405e-05,-0.010701581835746765,0.12423514574766159,0.41586658358573914,-0.2688491940498352,0.0009114316198974848,-0.006373001262545586,0.12827327847480774,0.4461999535560608,-0.3070290982723236,0.018565751612186432,0.023939330130815506,0.12384725362062454,0.26153773069381714,-0.28596019744873047,0.015257039107382298,0.017889060080051422,0.12854914367198944,0.26473355293273926,-0.35546302795410156,0.023547448217868805,0.03518246114253998,0.12413418292999268,0.2643836438655853,-0.22624370455741882,0.02198684960603714,0.01986776292324066,0.1256399005651474,0.2917046844959259,-0.22898681461811066
Gluonts_m1_quarterly_num_layers_2_hidden_size_8_max_steps_300,Gluonts,m1_quarterly,4,2,2,8,300,130,0.06381198018789291,0.08599966764450073,0.12100201845169067,0.2538510859012604,0.6366048455238342,-0.5035632848739624,0.09027940779924393,0.05645831674337387,0.269968181848526,0.5577586889266968,-0.3152942955493927,0.051390696316957474,0.05554058402776718,0.2198442816734314,0.4873597323894501,-0.41660821437835693,0.02666589245200157,0.021293316036462784,0.13754475116729736,0.642820417881012,-0.26197806000709534,0.02257446199655533,0.029302962124347687,0.12932829558849335,0.4666488468647003,-0.31913232803344727,0.017792971804738045,0.014241030439734459,0.1357300579547882,0.7542960047721863,-0.24267172813415527,-0.010107984766364098,-0.010132945142686367,0.14070498943328857,0.5977120399475098,-0.523645281791687,1.6269998013740405e-05,-0.010701581835746765,0.12423514574766159,0.41586658358573914,-0.2688491940498352,0.0009114316198974848,-0.006373001262545586,0.12827327847480774,0.4461999535560608,-0.3070290982723236,0.018565751612186432,0.023939330130815506,0.12384725362062454,0.26153773069381714,-0.28596019744873047,0.015257039107382298,0.017889060080051422,0.12854914367198944,0.26473355293273926,-0.35546302795410156,0.023547448217868805,0.03518246114253998,0.12413418292999268,0.2643836438655853,-0.22624370455741882,0.02198684960603714,0.01986776292324066,0.1256399005651474,0.2917046844959259,-0.22898681461811066
Gluonts_m1_quarterly_num_layers_2_hidden_size_8_max_steps_500,Gluonts,m1_quarterly,4,2,2,8,500,130,0.06274343281984329,0.08635410666465759,0.12384544312953949,0.2605348825454712,0.6565274000167847,-0.5483109951019287,0.09195885062217712,0.058128632605075836,0.2710757553577423,0.5625417232513428,-0.3152942955493927,0.05879868566989899,0.08116579055786133,0.22338175773620605,0.4951317012310028,-0.4211674630641937,0.02666589245200157,0.021293316036462784,0.13754475116729736,0.642820417881012,-0.26197806000709534,0.02257446199655533,0.029302962124347687,0.12932829558849335,0.4666488468647003,-0.31913232803344727,0.017792971804738045,0.014241030439734459,0.1357300579547882,0.7542960047721863,-0.24267172813415527,-0.010107984766364098,-0.010132945142686367,0.14070498943328857,0.5977120399475098,-0.523645281791687,1.6269998013740405e-05,-0.010701581835746765,0.12423514574766159,0.41586658358573914,-0.2688491940498352,0.0009114316198974848,-0.006373001262545586,0.12827327847480774,0.4461999535560608,-0.3070290982723236,0.018565751612186432,0.023939330130815506,0.12384725362062454,0.26153773069381714,-0.28596019744873047,0.015257039107382298,0.017889060080051422,0.12854914367198944,0.26473355293273926,-0.35546302795410156,0.023547448217868805,0.03518246114253998,0.12413418292999268,0.2643836438655853,-0.22624370455741882,0.02198684960603714,0.01986776292324066,0.1256399005651474,0.2917046844959259,-0.22898681461811066
Gluonts_m1_quarterly_num_layers_2_hidden_size_12_max_steps_100,Gluonts,m1_quarterly,4,2,2,12,100,242,0.23701146245002747,0.05763065442442894,0.0937267392873764,0.2783432900905609,0.5757293105125427,-0.4718603491783142,0.06648749858140945,-0.0013502966612577438,0.21375444531440735,0.3795412480831146,-0.20783792436122894,0.04467491805553436,0.06596393883228302,0.18003013730049133,0.39878419041633606,-0.30133867263793945,0.02666589245200157,0.021293316036462784,0.13754475116729736,0.642820417881012,-0.26197806000709534,0.02257446199655533,0.029302962124347687,0.12932829558849335,0.4666488468647003,-0.31913232803344727,0.017792971804738045,0.014241030439734459,0.1357300579547882,0.7542960047721863,-0.24267172813415527,-0.010107984766364098,-0.010132945142686367,0.14070498943328857,0.5977120399475098,-0.523645281791687,1.6269998013740405e-05,-0.010701581835746765,0.12423514574766159,0.41586658358573914,-0.2688491940498352,0.0009114316198974848,-0.006373001262545586,0.12827327847480774,0.4461999535560608,-0.3070290982723236,0.018565751612186432,0.023939330130815506,0.12384725362062454,0.26153773069381714,-0.28596019744873047,0.015257039107382298,0.017889060080051422,0.12854914367198944,0.26473355293273926,-0.35546302795410156,0.023547448217868805,0.03518246114253998,0.12413418292999268,0.2643836438655853,-0.22624370455741882,0.02198684960603714,0.01986776292324066,0.1256399005651474,0.2917046844959259,-0.22898681461811066
Gluonts_m1_quarterly_num_layers_2_hidden_size_12_max_steps_200,Gluonts,m1_quarterly,4,2,2,12,200,242,0.0628381073474884,0.07522821426391602,0.11818777024745941,0.2837623655796051,0.5877071022987366,-0.47513359785079956,0.07747327536344528,0.014241117984056473,0.22516106069087982,0.40681779384613037,-0.2694762945175171,0.05462805926799774,0.06578764319419861,0.187550351023674,0.4217359125614166,-0.3150513768196106,0.02666589245200157,0.021293316036462784,0.13754475116729736,0.642820417881012,-0.26197806000709534,0.02257446199655533,0.029302962124347687,0.12932829558849335,0.4666488468647003,-0.31913232803344727,0.017792971804738045,0.014241030439734459,0.1357300579547882,0.7542960047721863,-0.24267172813415527,-0.010107984766364098,-0.010132945142686367,0.14070498943328857,0.5977120399475098,-0.523645281791687,1.6269998013740405e-05,-0.010701581835746765,0.12423514574766159,0.41586658358573914,-0.2688491940498352,0.0009114316198974848,-0.006373001262545586,0.12827327847480774,0.4461999535560608,-0.3070290982723236,0.018565751612186432,0.023939330130815506,0.12384725362062454,0.26153773069381714,-0.28596019744873047,0.015257039107382298,0.017889060080051422,0.12854914367198944,0.26473355293273926,-0.35546302795410156,0.023547448217868805,0.03518246114253998,0.12413418292999268,0.2643836438655853,-0.22624370455741882,0.02198684960603714,0.01986776292324066,0.1256399005651474,0.2917046844959259,-0.22898681461811066
Gluonts_m1_quarterly_num_layers_2_hidden_size_12_max_steps_300,Gluonts,m1_quarterly,4,2,2,12,300,242,0.06233922019600868,0.07889820635318756,0.1183345764875412,0.2800094485282898,0.5922791957855225,-0.4146309196949005,0.0738426223397255,0.013603519648313522,0.2306983321905136,0.40752509236335754,-0.3204489052295685,0.05429656803607941,0.07032313942909241,0.18988220393657684,0.4202026426792145,-0.3636343777179718,0.02666589245200157,0.021293316036462784,0.13754475116729736,0.642820417881012,-0.26197806000709534,0.02257446199655533,0.029302962124347687,0.12932829558849335,0.4666488468647003,-0.31913232803344727,0.017792971804738045,0.014241030439734459,0.1357300579547882,0.7542960047721863,-0.24267172813415527,-0.010107984766364098,-0.010132945142686367,0.14070498943328857,0.5977120399475098,-0.523645281791687,1.6269998013740405e-05,-0.010701581835746765,0.12423514574766159,0.41586658358573914,-0.2688491940498352,0.0009114316198974848,-0.006373001262545586,0.12827327847480774,0.4461999535560608,-0.3070290982723236,0.018565751612186432,0.023939330130815506,0.12384725362062454,0.26153773069381714,-0.28596019744873047,0.015257039107382298,0.017889060080051422,0.12854914367198944,0.26473355293273926,-0.35546302795410156,0.023547448217868805,0.03518246114253998,0.12413418292999268,0.2643836438655853,-0.22624370455741882,0.02198684960603714,0.01986776292324066,0.1256399005651474,0.2917046844959259,-0.22898681461811066
Gluonts_m1_quarterly_num_layers_2_hidden_size_12_max_steps_500,Gluonts,m1_quarterly,4,2,2,12,500,242,0.061762671917676926,0.083562470972538,0.11705727875232697,0.279300719499588,0.609558641910553,-0.3958509862422943,0.0687994658946991,0.012545045465230942,0.24085472524166107,0.4093378782272339,-0.4090423583984375,0.05375882610678673,0.07293562591075897,0.19925065338611603,0.41732797026634216,-0.4347136318683624,0.02666589245200157,0.021293316036462784,0.13754475116729736,0.642820417881012,-0.26197806000709534,0.02257446199655533,0.029302962124347687,0.12932829558849335,0.4666488468647003,-0.31913232803344727,0.017792971804738045,0.014241030439734459,0.1357300579547882,0.7542960047721863,-0.24267172813415527,-0.010107984766364098,-0.010132945142686367,0.14070498943328857,0.5977120399475098,-0.523645281791687,1.6269998013740405e-05,-0.010701581835746765,0.12423514574766159,0.41586658358573914,-0.2688491940498352,0.0009114316198974848,-0.006373001262545586,0.12827327847480774,0.4461999535560608,-0.3070290982723236,0.018565751612186432,0.023939330130815506,0.12384725362062454,0.26153773069381714,-0.28596019744873047,0.015257039107382298,0.017889060080051422,0.12854914367198944,0.26473355293273926,-0.35546302795410156,0.023547448217868805,0.03518246114253998,0.12413418292999268,0.2643836438655853,-0.22624370455741882,0.02198684960603714,0.01986776292324066,0.1256399005651474,0.2917046844959259,-0.22898681461811066
Gluonts_m1_quarterly_num_layers_2_hidden_size_16_max_steps_100,Gluonts,m1_quarterly,4,2,2,16,100,386,0.08998636156320572,0.07358593493700027,0.06807738542556763,0.2857929766178131,0.5600988268852234,-0.480694055557251,0.06672903895378113,0.08798044919967651,0.15345819294452667,0.35442689061164856,-0.21260413527488708,0.03474276512861252,0.013426392339169979,0.15305398404598236,0.34920361638069153,-0.2666624188423157,0.02666589245200157,0.021293316036462784,0.13754475116729736,0.642820417881012,-0.26197806000709534,0.02257446199655533,0.029302962124347687,0.12932829558849335,0.4666488468647003,-0.31913232803344727,0.017792971804738045,0.014241030439734459,0.1357300579547882,0.7542960047721863,-0.24267172813415527,-0.010107984766364098,-0.010132945142686367,0.14070498943328857,0.5977120399475098,-0.523645281791687,1.6269998013740405e-05,-0.010701581835746765,0.12423514574766159,0.41586658358573914,-0.2688491940498352,0.0009114316198974848,-0.006373001262545586,0.12827327847480774,0.4461999535560608,-0.3070290982723236,0.018565751612186432,0.023939330130815506,0.12384725362062454,0.26153773069381714,-0.28596019744873047,0.015257039107382298,0.017889060080051422,0.12854914367198944,0.26473355293273926,-0.35546302795410156,0.023547448217868805,0.03518246114253998,0.12413418292999268,0.2643836438655853,-0.22624370455741882,0.02198684960603714,0.01986776292324066,0.1256399005651474,0.2917046844959259,-0.22898681461811066
Gluonts_m1_quarterly_num_layers_2_hidden_size_16_max_steps_200,Gluonts,m1_quarterly,4,2,2,16,200,386,0.062052737921476364,0.07802694290876389,0.05136730894446373,0.28481191396713257,0.5710117220878601,-0.480694055557251,0.0692065954208374,0.08888168632984161,0.15404284000396729,0.35477355122566223,-0.2225782871246338,0.03916040062904358,0.016540976241230965,0.1549549400806427,0.36357858777046204,-0.29278886318206787,0.02666589245200157,0.021293316036462784,0.13754475116729736,0.642820417881012,-0.26197806000709534,0.02257446199655533,0.029302962124347687,0.12932829558849335,0.4666488468647003,-0.31913232803344727,0.017792971804738045,0.014241030439734459,0.1357300579547882,0.7542960047721863,-0.24267172813415527,-0.010107984766364098,-0.010132945142686367,0.14070498943328857,0.5977120399475098,-0.523645281791687,1.6269998013740405e-05,-0.010701581835746765,0.12423514574766159,0.41586658358573914,-0.2688491940498352,0.0009114316198974848,-0.006373001262545586,0.12827327847480774,0.4461999535560608,-0.3070290982723236,0.018565751612186432,0.023939330130815506,0.12384725362062454,0.26153773069381714,-0.28596019744873047,0.015257039107382298,0.017889060080051422,0.12854914367198944,0.26473355293273926,-0.35546302795410156,0.023547448217868805,0.03518246114253998,0.12413418292999268,0.2643836438655853,-0.22624370455741882,0.02198684960603714,0.01986776292324066,0.1256399005651474,0.2917046844959259,-0.22898681461811066
Gluonts_m1_quarterly_num_layers_2_hidden_size_16_max_steps_300,Gluonts,m1_quarterly,4,2,2,16,300,386,0.060820452868938446,0.07767371833324432,0.08220946788787842,0.28804492950439453,0.5792944431304932,-0.5628543496131897,0.06762143969535828,0.0899752601981163,0.1544220745563507,0.3561212718486786,-0.23502419888973236,0.04676467552781105,0.026036422699689865,0.16271477937698364,0.5195691585540771,-0.339346706867218,0.02666589245200157,0.021293316036462784,0.13754475116729736,0.642820417881012,-0.26197806000709534,0.02257446199655533,0.029302962124347687,0.12932829558849335,0.4666488468647003,-0.31913232803344727,0.017792971804738045,0.014241030439734459,0.1357300579547882,0.7542960047721863,-0.24267172813415527,-0.010107984766364098,-0.010132945142686367,0.14070498943328857,0.5977120399475098,-0.523645281791687,1.6269998013740405e-05,-0.010701581835746765,0.12423514574766159,0.41586658358573914,-0.2688491940498352,0.0009114316198974848,-0.006373001262545586,0.12827327847480774,0.4461999535560608,-0.3070290982723236,0.018565751612186432,0.023939330130815506,0.12384725362062454,0.26153773069381714,-0.28596019744873047,0.015257039107382298,0.017889060080051422,0.12854914367198944,0.26473355293273926,-0.35546302795410156,0.023547448217868805,0.03518246114253998,0.12413418292999268,0.2643836438655853,-0.22624370455741882,0.02198684960603714,0.01986776292324066,0.1256399005651474,0.2917046844959259,-0.22898681461811066
Gluonts_m1_quarterly_num_layers_2_hidden_size_16_max_steps_500,Gluonts,m1_quarterly,4,2,2,16,500,386,0.06035493314266205,0.06718595325946808,0.08590642362833023,0.315716415643692,0.5957760214805603,-0.8261297941207886,0.06357371807098389,0.09329455345869064,0.1622450053691864,0.3599712550640106,-0.2784598171710968,0.06744224578142166,0.04607517272233963,0.20073384046554565,0.8574283123016357,-0.3791411519050598,0.02666589245200157,0.021293316036462784,0.13754475116729736,0.642820417881012,-0.26197806000709534,0.02257446199655533,0.029302962124347687,0.12932829558849335,0.4666488468647003,-0.31913232803344727,0.017792971804738045,0.014241030439734459,0.1357300579547882,0.7542960047721863,-0.24267172813415527,-0.010107984766364098,-0.010132945142686367,0.14070498943328857,0.5977120399475098,-0.523645281791687,1.6269998013740405e-05,-0.010701581835746765,0.12423514574766159,0.41586658358573914,-0.2688491940498352,0.0009114316198974848,-0.006373001262545586,0.12827327847480774,0.4461999535560608,-0.3070290982723236,0.018565751612186432,0.023939330130815506,0.12384725362062454,0.26153773069381714,-0.28596019744873047,0.015257039107382298,0.017889060080051422,0.12854914367198944,0.26473355293273926,-0.35546302795410156,0.023547448217868805,0.03518246114253998,0.12413418292999268,0.2643836438655853,-0.22624370455741882,0.02198684960603714,0.01986776292324066,0.1256399005651474,0.2917046844959259,-0.22898681461811066
Gluonts_m1_quarterly_num_layers_2_hidden_size_20_max_steps_100,Gluonts,m1_quarterly,4,2,2,20,100,562,0.07959198951721191,0.05324782803654671,0.08273705095052719,0.27558496594429016,0.5700343251228333,-0.49454444646835327,0.023837698623538017,-0.022148005664348602,0.15126477181911469,0.31739696860313416,-0.198908269405365,0.019999098032712936,0.022658739238977432,0.13919533789157867,0.332084059715271,-0.27466121315956116,0.02666589245200157,0.021293316036462784,0.13754475116729736,0.642820417881012,-0.26197806000709534,0.02257446199655533,0.029302962124347687,0.12932829558849335,0.4666488468647003,-0.31913232803344727,0.017792971804738045,0.014241030439734459,0.1357300579547882,0.7542960047721863,-0.24267172813415527,-0.010107984766364098,-0.010132945142686367,0.14070498943328857,0.5977120399475098,-0.523645281791687,1.6269998013740405e-05,-0.010701581835746765,0.12423514574766159,0.41586658358573914,-0.2688491940498352,0.0009114316198974848,-0.006373001262545586,0.12827327847480774,0.4461999535560608,-0.3070290982723236,0.018565751612186432,0.023939330130815506,0.12384725362062454,0.26153773069381714,-0.28596019744873047,0.015257039107382298,0.017889060080051422,0.12854914367198944,0.26473355293273926,-0.35546302795410156,0.023547448217868805,0.03518246114253998,0.12413418292999268,0.2643836438655853,-0.22624370455741882,0.02198684960603714,0.01986776292324066,0.1256399005651474,0.2917046844959259,-0.22898681461811066
Gluonts_m1_quarterly_num_layers_2_hidden_size_20_max_steps_200,Gluonts,m1_quarterly,4,2,2,20,200,562,0.06278917193412781,0.06043964624404907,0.0869550108909607,0.27608728408813477,0.5643799304962158,-0.49410557746887207,0.02621796727180481,-0.019105346873402596,0.15233257412910461,0.3183490037918091,-0.19890367984771729,0.02353462390601635,0.02642083913087845,0.14490003883838654,0.4086015224456787,-0.2771220803260803,0.02666589245200157,0.021293316036462784,0.13754475116729736,0.642820417881012,-0.26197806000709534,0.02257446199655533,0.029302962124347687,0.12932829558849335,0.4666488468647003,-0.31913232803344727,0.017792971804738045,0.014241030439734459,0.1357300579547882,0.7542960047721863,-0.24267172813415527,-0.010107984766364098,-0.010132945142686367,0.14070498943328857,0.5977120399475098,-0.523645281791687,1.6269998013740405e-05,-0.010701581835746765,0.12423514574766159,0.41586658358573914,-0.2688491940498352,0.0009114316198974848,-0.006373001262545586,0.12827327847480774,0.4461999535560608,-0.3070290982723236,0.018565751612186432,0.023939330130815506,0.12384725362062454,0.26153773069381714,-0.28596019744873047,0.015257039107382298,0.017889060080051422,0.12854914367198944,0.26473355293273926,-0.35546302795410156,0.023547448217868805,0.03518246114253998,0.12413418292999268,0.2643836438655853,-0.22624370455741882,0.02198684960603714,0.01986776292324066,0.1256399005651474,0.2917046844959259,-0.22898681461811066
Gluonts_m1_quarterly_num_layers_2_hidden_size_20_max_steps_300,Gluonts,m1_quarterly,4,2,2,20,300,562,0.06175638362765312,0.06299111992120743,0.09736630320549011,0.27599960565567017,0.5564970374107361,-0.5043760538101196,0.026599358767271042,-0.017544515430927277,0.1524873673915863,0.3152105510234833,-0.19890367984771729,0.025495745241642,0.026358328759670258,0.15042109787464142,0.4531877934932709,-0.3088758885860443,0.02666589245200157,0.021293316036462784,0.13754475116729736,0.642820417881012,-0.26197806000709534,0.02257446199655533,0.029302962124347687,0.12932829558849335,0.4666488468647003,-0.31913232803344727,0.017792971804738045,0.014241030439734459,0.1357300579547882,0.7542960047721863,-0.24267172813415527,-0.010107984766364098,-0.010132945142686367,0.14070498943328857,0.5977120399475098,-0.523645281791687,1.6269998013740405e-05,-0.010701581835746765,0.12423514574766159,0.41586658358573914,-0.2688491940498352,0.0009114316198974848,-0.006373001262545586,0.12827327847480774,0.4461999535560608,-0.3070290982723236,0.018565751612186432,0.023939330130815506,0.12384725362062454,0.26153773069381714,-0.28596019744873047,0.015257039107382298,0.017889060080051422,0.12854914367198944,0.26473355293273926,-0.35546302795410156,0.023547448217868805,0.03518246114253998,0.12413418292999268,0.2643836438655853,-0.22624370455741882,0.02198684960603714,0.01986776292324066,0.1256399005651474,0.2917046844959259,-0.22898681461811066
Gluonts_m1_quarterly_num_layers_2_hidden_size_20_max_steps_500,Gluonts,m1_quarterly,4,2,2,20,500,562,0.059908147901296616,0.061244796961545944,0.0937238335609436,0.27825814485549927,0.5534079670906067,-0.5085259675979614,0.027111191302537918,-0.016003474593162537,0.15297965705394745,0.31326884031295776,-0.19890367984771729,0.025737084448337555,0.029300257563591003,0.15799841284751892,0.4736980199813843,-0.43165016174316406,0.02666589245200157,0.021293316036462784,0.13754475116729736,0.642820417881012,-0.26197806000709534,0.02257446199655533,0.029302962124347687,0.12932829558849335,0.4666488468647003,-0.31913232803344727,0.017792971804738045,0.014241030439734459,0.1357300579547882,0.7542960047721863,-0.24267172813415527,-0.010107984766364098,-0.010132945142686367,0.14070498943328857,0.5977120399475098,-0.523645281791687,1.6269998013740405e-05,-0.010701581835746765,0.12423514574766159,0.41586658358573914,-0.2688491940498352,0.0009114316198974848,-0.006373001262545586,0.12827327847480774,0.4461999535560608,-0.3070290982723236,0.018565751612186432,0.023939330130815506,0.12384725362062454,0.26153773069381714,-0.28596019744873047,0.015257039107382298,0.017889060080051422,0.12854914367198944,0.26473355293273926,-0.35546302795410156,0.023547448217868805,0.03518246114253998,0.12413418292999268,0.2643836438655853,-0.22624370455741882,0.02198684960603714,0.01986776292324066,0.1256399005651474,0.2917046844959259,-0.22898681461811066
Gluonts_m1_quarterly_num_layers_2_hidden_size_24_max_steps_100,Gluonts,m1_quarterly,4,2,2,24,100,770,0.06409785896539688,0.02708580158650875,0.04644772410392761,0.283670574426651,0.5374445915222168,-0.4892711937427521,0.06744366139173508,0.09942477196455002,0.1327008455991745,0.2566174268722534,-0.15359380841255188,0.021080730482935905,0.013308539986610413,0.12241051346063614,0.2732943296432495,-0.23378802835941315,0.02666589245200157,0.021293316036462784,0.13754475116729736,0.642820417881012,-0.26197806000709534,0.02257446199655533,0.029302962124347687,0.12932829558849335,0.4666488468647003,-0.31913232803344727,0.017792971804738045,0.014241030439734459,0.1357300579547882,0.7542960047721863,-0.24267172813415527,-0.010107984766364098,-0.010132945142686367,0.14070498943328857,0.5977120399475098,-0.523645281791687,1.6269998013740405e-05,-0.010701581835746765,0.12423514574766159,0.41586658358573914,-0.2688491940498352,0.0009114316198974848,-0.006373001262545586,0.12827327847480774,0.4461999535560608,-0.3070290982723236,0.018565751612186432,0.023939330130815506,0.12384725362062454,0.26153773069381714,-0.28596019744873047,0.015257039107382298,0.017889060080051422,0.12854914367198944,0.26473355293273926,-0.35546302795410156,0.023547448217868805,0.03518246114253998,0.12413418292999268,0.2643836438655853,-0.22624370455741882,0.02198684960603714,0.01986776292324066,0.1256399005651474,0.2917046844959259,-0.22898681461811066
