,start,step_10,step_25,step_50,step_100,step_200,step_300,step_400,step_500
weights_step_10_mlp.0.weight_max,,0.017255496233701706,0.013012450188398361,0.005561492871493101,0.005561492871493101,0.003977948799729347,0.0038384003564715385,0.0029929131269454956,0.0029929131269454956
weights_step_10_mlp.0.weight_min,,0.013362073339521885,0.010835710912942886,0.0047255828976631165,0.0047255828976631165,0.0034174954053014517,0.002644868567585945,0.0027725028339773417,0.0027725028339773417
weights_step_10_mlp.0.weight_var,,0.0077390484511852264,0.006388577166944742,0.0026487286668270826,0.0026487286668270826,0.0017795857274904847,0.00216044788248837,0.0015100016025826335,0.0015100016025826335
weights_step_10_mlp.0.weight_frobenius_norm,,0.009161710739135742,0.007789507508277893,0.006542858202010393,0.006542858202010393,0.006252014543861151,0.006899511441588402,0.006545159500092268,0.006545159500092268
weights_step_10_mlp.0.weight_spectral_norm,,0.009001403115689754,0.006362442392855883,0.002465372672304511,0.002465372672304511,0.0022693362552672625,0.0018304988043382764,0.0014977677492424846,0.0014977677492424846
weights_step_10_mlp.0.weight_alpha,,0.005194636527448893,0.004198611248284578,0.0020434665493667126,0.0020434665493667126,0.002007687697187066,0.001611525658518076,0.001495647826232016,0.001495647826232016
weights_step_10_mlp.0.weight_alpha_hat,,0.007921005599200726,0.005239800084382296,0.005190346855670214,0.005190346855670214,0.004282079637050629,0.003530456917360425,0.003292310982942581,0.003292310982942581
weights_step_10_mlp.1.weight_input_size,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weights_step_10_mlp.1.weight_output_size,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weights_step_10_mlp.1.weight_mean,,0.005634946748614311,0.004676347132772207,0.0023184253368526697,0.0023184253368526697,0.0022198904771357775,0.001665037707425654,0.0015475432155653834,0.0015475432155653834
weights_step_10_mlp.1.weight_median,,0.006444116588681936,0.003976352047175169,0.004341995809227228,0.004341995809227228,0.003669615602120757,0.003101139096543193,0.002715185284614563,0.002715185284614563
weights_step_10_mlp.1.weight_std,,0.006159669253975153,0.004547071643173695,0.0024634096771478653,0.0024634096771478653,0.0019431359833106399,0.0014728652313351631,0.0012773992493748665,0.0012773992493748665
weights_step_10_mlp.1.weight_max,,0.009402774274349213,0.0059616160579025745,0.002348804147914052,0.002348804147914052,0.0021940560545772314,0.0022479910403490067,0.0014771126443520188,0.0014771126443520188
weights_step_10_mlp.1.weight_min,,0.003958380315452814,0.0037056272849440575,0.002679514465853572,0.002679514465853572,0.002231688005849719,0.002224659314379096,0.0019793107639998198,0.0019793107639998198
weights_step_10_mlp.1.weight_var,,0.004597400315105915,0.0041825673542916775,0.002404917497187853,0.002404917497187853,0.0009640774223953485,0.0012162432540208101,0.0014713237760588527,0.0014713237760588527
weights_step_10_mlp.1.weight_frobenius_norm,,0.0058387392200529575,0.006110094953328371,0.003038579598069191,0.003038579598069191,0.0020916771609336138,0.0017013422911986709,0.0018286093836650252,0.0018286093836650252
weights_step_10_mlp.1.weight_spectral_norm,,0.005603655707091093,0.004406081046909094,0.0028782652225345373,0.0028782652225345373,0.0025182468816637993,0.0024835746735334396,0.0017764843069016933,0.0017764843069016933
weights_step_10_mlp.1.weight_alpha,,0.0062517025507986546,0.0033802783582359552,0.00299207866191864,0.00299207866191864,0.0021935650147497654,0.0017806944670155644,0.00142846314702183,0.00142846314702183
weights_step_10_mlp.1.weight_alpha_hat,,0.007049333304166794,0.004583559464663267,0.0074332584626972675,0.0074332584626972675,0.006230169907212257,0.005770424380898476,0.00561570143327117,0.00561570143327117
weights_step_10_mlp.2.weight_input_size,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weights_step_10_mlp.2.weight_output_size,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weights_step_10_mlp.2.weight_mean,,0.010538090951740742,0.0074004922062158585,0.003665955038741231,0.003665955038741231,0.0025062651839107275,0.002610331168398261,0.002502212068066001,0.002502212068066001
weights_step_10_mlp.2.weight_median,,0.008083302527666092,0.005969536956399679,0.0041897292248904705,0.0041897292248904705,0.002956916345283389,0.0023473717737942934,0.0021226871758699417,0.0021226871758699417
weights_step_10_mlp.2.weight_std,,0.005982974078506231,0.004056474193930626,0.0018344763666391373,0.0018344763666391373,0.002152321394532919,0.0015151900006458163,0.0008224124903790653,0.0008224124903790653
weights_step_10_mlp.2.weight_max,,0.005540549289435148,0.0033586286008358,0.0018815192161127925,0.0018815192161127925,0.0016695860540494323,0.0011844787513837218,0.0010872691636905074,0.0010872691636905074
weights_step_10_mlp.2.weight_min,,0.0046223183162510395,0.003189781680703163,0.0022773826494812965,0.0022773826494812965,0.0015589409740641713,0.001995709026232362,0.0012598674511536956,0.0012598674511536956
weights_step_10_mlp.2.weight_var,,0.003244727849960327,0.0014107009628787637,0.001134030520915985,0.001134030520915985,0.0006925070774741471,0.00117782864253968,0.000628611829597503,0.000628611829597503
weights_step_10_mlp.2.weight_frobenius_norm,,0.00603182939812541,0.004417612217366695,0.002678570570424199,0.002678570570424199,0.00293440162204206,0.0022202800028026104,0.0018153957789763808,0.0018153957789763808
weights_step_10_mlp.2.weight_spectral_norm,,0.00894940085709095,0.006671225186437368,0.004247438162565231,0.004247438162565231,0.0032702526077628136,0.003095815656706691,0.0020652716048061848,0.0020652716048061848
