,start,step_10,step_25,step_50,step_100,step_200,step_300,step_400,step_500
weights_step_100_out.weight_max,,0.028085574507713318,0.012540166266262531,0.004665253683924675,0.004665253683924675,0.003398431232199073,0.002442378317937255,0.0052174790762364864,0.0052174790762364864
weights_step_100_out.weight_min,,0.01830112189054489,0.01171636488288641,0.005009821150451899,0.005009821150451899,0.008442798629403114,0.004189223516732454,0.0026305709034204483,0.0026305709034204483
weights_step_100_out.weight_var,,0.00011589458881644532,0.0,0.0002708127722144127,0.0002708127722144127,0.0,0.0,2.8545400709845126e-05,2.8545400709845126e-05
weights_step_100_out.weight_frobenius_norm,,0.0022398417349904776,0.0012343566631898284,0.002478655194863677,0.002478655194863677,0.001997200772166252,0.0023174479138106108,0.001941306167282164,0.001941306167282164
weights_step_100_out.weight_spectral_norm,,0.0019714070949703455,0.00028598422068171203,0.0003288055013399571,0.0003288055013399571,0.0005405490519478917,0.0005531834322027862,0.0003206993860658258,0.0003206993860658258
weights_step_100_out.weight_alpha,,0.009496771730482578,0.007665292825549841,0.00702792638912797,0.00702792638912797,0.002009683521464467,1.79008420673199e-05,0.001290819956921041,0.001290819956921041
weights_step_100_out.weight_alpha_hat,,0.019433634355664253,0.014993296004831791,0.004934299271553755,0.004934299271553755,0.0038950350135564804,0.004836801905184984,0.004903755616396666,0.004903755616396666
weights_step_100_model_variance,,0.0003339131362736225,0.0001296582631766796,0.0,0.0,0.0,0.0,0.0,0.0
weights_step_25_mlp.0.weight_input_size,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weights_step_25_mlp.0.weight_output_size,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weights_step_25_mlp.0.weight_mean,,,0.0054215602576732635,0.0003742784319911152,0.0003742784319911152,0.0010381562169641256,0.000599346705712378,0.0002360456419410184,0.0002360456419410184
weights_step_25_mlp.0.weight_median,,,0.007867245003581047,0.0010400464525446296,0.0010400464525446296,0.0013817823491990566,0.001912723295390606,0.0013162881368771195,0.0013162881368771195
weights_step_25_mlp.0.weight_std,,,0.004446397069841623,0.0032742891926318407,0.0032742891926318407,0.00156102841719985,0.0007696884567849338,0.0010194890201091766,0.0010194890201091766
weights_step_25_mlp.0.weight_max,,,0.005834830924868584,0.004099266137927771,0.004099266137927771,0.0026577392127364874,0.002608038717880845,0.0015003796434029937,0.0015003796434029937
weights_step_25_mlp.0.weight_min,,,0.006830476224422455,0.007215238641947508,0.007215238641947508,0.005673905834555626,0.003452516393736005,0.004827149678021669,0.004827149678021669
weights_step_25_mlp.0.weight_var,,,0.0014638683060184121,0.0006752082263119519,0.0006752082263119519,0.0007983765681274235,0.0004710538487415761,0.00033112289384007454,0.00033112289384007454
weights_step_25_mlp.0.weight_frobenius_norm,,,0.05745406821370125,0.05260889604687691,0.05260889604687691,0.04461275413632393,0.04277631640434265,0.04123876988887787,0.04123876988887787
weights_step_25_mlp.0.weight_spectral_norm,,,0.0031969184055924416,0.002331299940124154,0.002331299940124154,0.0010783624602481723,4.513980456977151e-05,4.050766438012943e-05,4.050766438012943e-05
weights_step_25_mlp.0.weight_alpha,,,0.009743371047079563,0.0028101971838623285,0.0028101971838623285,0.00102204957511276,0.003172188298776746,0.0026058971416205168,0.0026058971416205168
weights_step_25_mlp.0.weight_alpha_hat,,,0.00357813760638237,0.0033774133771657944,0.0033774133771657944,0.0003756473015528172,0.0005684338393621147,0.0002754775632638484,0.0002754775632638484
weights_step_25_mlp.1.weight_input_size,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weights_step_25_mlp.1.weight_output_size,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weights_step_25_mlp.1.weight_mean,,,0.01282626111060381,0.01707194559276104,0.01707194559276104,0.005516935605555773,0.00462056789547205,0.0065204002894461155,0.0065204002894461155
